tick,population,mean_s,mean_cv,resource
50,15,0.0000,1.0000,95.20
100,15,0.0000,1.0000,91.66
150,15,0.0160,1.0000,88.80
200,15,0.0655,1.0000,86.47
250,15,0.0896,1.0000,84.53
300,15,0.1109,1.0000,82.93
350,15,0.1296,1.0000,81.61
400,15,0.1605,1.0000,80.52
450,15,0.1732,1.0000,79.61
500,15,0.1845,1.0000,78.86
550,15,0.1943,1.0000,78.24
600,15,0.2106,1.0000,77.73
650,16,0.2038,1.0000,77.12
700,17,0.1970,1.0000,74.82
750,22,0.1285,1.0000,71.95
800,25,0.0871,1.0000,65.09
850,29,0.0336,1.0000,57.67
900,30,0.0386,1.0000,50.89
950,30,0.0534,1.0000,46.38
1000,30,0.0870,1.0000,43.46
1050,30,0.1109,1.0000,41.56
1100,30,0.1296,1.0000,40.32
1150,30,0.1479,1.0000,39.49
1200,30,0.1712,1.0000,38.93
1250,30,0.1845,1.0000,38.55
1300,22,0.2650,1.0000,40.15
1350,21,0.2914,1.0000,43.60
1400,21,0.3090,1.0000,46.34
1450,19,0.3526,1.0000,49.26
1500,19,0.3608,1.0000,51.68
1550,19,0.3688,1.0000,53.47
1600,19,0.3791,1.0000,54.79
1650,19,0.3849,1.0000,55.75
1700,18,0.4109,1.0000,56.99
1750,18,0.4153,1.0000,58.12
1800,18,0.4211,1.0000,58.96
1850,19,0.4020,1.0000,59.28
1900,20,0.3841,1.0000,59.02
1950,22,0.3511,1.0000,57.56
2000,25,0.2535,1.0000,54.57
2050,26,0.1873,1.0000,51.10
2100,28,0.1285,1.0000,48.20
2150,25,0.1351,1.0000,46.19
2200,20,0.1777,1.0000,48.46
2250,17,0.2895,1.0000,52.03
2300,16,0.3913,1.0000,55.95
2350,16,0.4655,1.0000,58.89
2400,16,0.5585,1.0000,61.05
2450,16,0.6277,1.0000,62.60
2500,16,0.6776,1.0000,63.71
2550,16,0.7179,1.0000,64.48
2600,16,0.7670,1.0000,65.00
2650,16,0.8035,1.0000,65.34
2700,16,0.8299,1.0000,65.54
2750,16,0.8511,1.0000,65.66
2800,16,0.8771,1.0000,65.71
2850,16,0.8963,1.0000,65.71
2900,16,0.9102,1.0000,65.69
2950,17,0.8288,1.0000,65.59
3000,18,0.7543,1.0000,63.99
3050,19,0.6863,1.0000,62.78
3100,22,0.5125,1.0000,60.10
3150,27,0.3035,1.0000,55.87
3200,31,0.1937,1.0000,48.81
3250,31,0.2442,1.0000,44.14
3300,32,0.2848,1.0000,41.02
3350,32,0.3727,1.0000,38.60
3400,32,0.4687,1.0000,36.98
3450,32,0.5455,1.0000,35.86
3500,32,0.6045,1.0000,35.08
3550,32,0.6605,1.0000,34.52
3600,32,0.7173,1.0000,34.10
3650,32,0.7596,1.0000,33.78
3700,32,0.7913,1.0000,33.53
3750,32,0.8208,1.0000,33.33
3800,32,0.8508,1.0000,33.17
3850,32,0.8731,1.0000,33.05
3900,32,0.8898,1.0000,32.94
3950,32,0.9054,1.0000,32.85
4000,32,0.9213,1.0000,32.78
4050,32,0.9330,1.0000,32.72
4100,32,0.9419,1.0000,32.66
4150,32,0.9501,1.0000,32.62
4200,32,0.9584,1.0000,32.58
4250,32,0.9647,1.0000,32.55
4300,32,0.9693,1.0000,32.52
4350,32,0.9737,1.0000,32.50
4400,32,0.9781,1.0000,32.48
4450,33,0.9296,1.0000,32.15
4500,33,0.9310,1.0000,31.93
4550,33,0.9377,1.0000,31.79
4600,35,0.8513,1.0000,31.60
4650,36,0.8133,1.0000,30.75
4700,38,0.7360,1.0000,29.60
4750,42,0.6120,1.0000,27.91
4800,45,0.5428,0.1898,26.19
4850,49,0.4432,0.1898,24.48
4900,50,0.4080,0.2075,23.05
4950,49,0.3836,0.2075,22.47
5000,45,0.4340,0.2075,23.10
5050,45,0.4271,0.2165,23.81
5100,42,0.4410,0.2165,24.83
5150,39,0.4828,0.2165,25.84
5200,39,0.5414,0.2165,26.84
5250,38,0.6059,0.2165,27.50
5300,36,0.6469,0.2238,28.11
5350,35,0.6965,0.2238,28.87
5400,34,0.7453,0.2238,29.75
5450,33,0.7940,0.2238,30.66
5500,33,0.8208,0.2238,31.24
5550,33,0.8445,0.2238,31.54
5600,33,0.8699,0.2238,31.68
5650,33,0.8913,0.2238,31.73
5700,33,0.9054,0.2238,31.73
5750,33,0.9180,0.2238,31.71
5800,33,0.9313,0.2238,31.68
5850,33,0.9426,0.2238,31.65
5900,33,0.9501,0.2238,31.61
5950,33,0.9567,0.2238,31.58
6000,33,0.9638,0.2238,31.56
6050,33,0.9697,0.2238,31.53
6100,33,0.9737,0.2238,31.51
6150,33,0.9772,0.2238,31.49
6200,33,0.9809,0.2238,31.48
6250,33,0.9840,0.2238,31.46
6300,33,0.9861,0.2238,31.45
6350,33,0.9879,0.2238,31.44
