tick,population,mean_s,mean_cv,resource
50,15,0.0000,1.0000,95.20
100,15,0.0000,1.0000,91.66
150,15,0.0160,1.0000,88.80
200,15,0.0655,1.0000,86.47
250,15,0.0896,1.0000,84.53
300,15,0.1109,1.0000,82.93
350,15,0.1296,1.0000,81.61
400,15,0.1605,1.0000,80.52
450,15,0.1732,1.0000,79.61
500,15,0.1845,1.0000,78.86
550,15,0.1943,1.0000,78.24
600,15,0.2106,1.0000,77.73
650,16,0.1681,1.0000,77.24
700,18,0.1189,1.0000,75.42
750,20,0.0744,1.0000,71.29
800,27,0.0630,1.0000,64.57
850,28,0.0826,1.0000,56.60
900,30,0.0735,1.0000,50.43
950,30,0.0887,1.0000,46.01
1000,30,0.1114,1.0000,43.17
1050,30,0.1337,1.0000,41.33
1100,30,0.1496,1.0000,40.13
1150,30,0.1637,1.0000,39.34
1200,30,0.1822,1.0000,38.81
1250,30,0.1965,1.0000,38.46
1300,21,0.2927,1.0000,41.37
1350,19,0.3352,1.0000,45.17
1400,19,0.3507,1.0000,48.66
1450,19,0.3626,1.0000,51.25
1500,19,0.3696,1.0000,53.15
1550,19,0.3758,1.0000,54.55
1600,19,0.3839,1.0000,55.58
1650,19,0.3902,1.0000,56.33
1700,19,0.3939,1.0000,56.88
1750,19,0.3971,1.0000,57.28
1800,20,0.3480,1.0000,57.57
1850,23,0.2102,1.0000,56.36
1900,23,0.2085,1.0000,54.26
1950,22,0.2313,1.0000,52.62
2000,20,0.2951,1.0000,52.53
2050,19,0.3604,1.0000,53.66
2100,21,0.2882,1.0000,53.79
2150,21,0.3174,1.0000,53.69
2200,20,0.3372,1.0000,53.67
2250,20,0.3735,1.0000,54.23
2300,17,0.4435,1.0000,56.02
2350,16,0.5236,1.0000,58.30
2400,16,0.5929,1.0000,60.53
2450,16,0.6480,1.0000,62.15
2500,16,0.6993,1.0000,63.32
2550,16,0.7404,1.0000,64.14
2600,16,0.7840,1.0000,64.71
2650,16,0.8142,1.0000,65.09
2700,16,0.8413,1.0000,65.33
2750,16,0.8630,1.0000,65.47
2800,16,0.8860,1.0000,65.55
2850,17,0.8101,1.0000,65.22
2900,18,0.7384,1.0000,64.22
2950,23,0.4364,1.0000,61.68
3000,23,0.4395,1.0000,57.52
3050,24,0.4273,1.0000,54.10
3100,25,0.4307,1.0000,51.37
3150,27,0.4126,1.0000,48.64
3200,29,0.3845,1.0000,45.33
3250,29,0.4371,1.0000,42.70
3300,31,0.4234,1.0000,40.74
3350,31,0.4855,1.0000,38.71
3400,31,0.5435,1.0000,37.36
3450,32,0.5655,1.0000,36.34
3500,32,0.6195,1.0000,35.34
3550,32,0.6662,1.0000,34.66
3600,32,0.7133,1.0000,34.18
3650,32,0.7560,1.0000,33.83
3700,32,0.7932,1.0000,33.56
3750,32,0.8215,1.0000,33.35
3800,32,0.8487,1.0000,33.19
3850,32,0.8712,1.0000,33.05
3900,32,0.8908,1.0000,32.94
3950,32,0.9058,1.0000,32.85
4000,32,0.9201,1.0000,32.78
4050,32,0.9320,1.0000,32.72
4100,32,0.9424,1.0000,32.67
4150,32,0.9503,1.0000,32.62
4200,32,0.9579,1.0000,32.58
4250,32,0.9641,1.0000,32.55
4300,32,0.9696,1.0000,32.52
4350,33,0.9223,1.0000,32.17
4400,34,0.8775,1.0000,31.95
4450,34,0.8822,1.0000,31.48
4500,34,0.8905,1.0000,31.20
4550,38,0.7345,0.1642,30.58
4600,42,0.6039,0.1642,28.78
4650,46,0.4991,0.1872,26.93
4700,47,0.4947,0.1872,25.23
4750,45,0.5375,0.1872,24.54
4800,44,0.5678,0.1872,24.20
4850,41,0.5637,0.1968,25.08
4900,37,0.6279,0.1968,26.25
4950,37,0.6350,0.1968,27.54
5000,37,0.6715,0.1968,28.22
5050,39,0.6156,0.1968,27.99
5100,38,0.6493,0.1968,28.00
5150,37,0.6652,0.1968,28.20
5200,39,0.6265,0.1968,28.20
5250,38,0.6702,0.1968,27.99
5300,39,0.6760,0.2144,28.00
5350,37,0.6915,0.2144,28.29
5400,38,0.6848,0.2144,28.52
5450,37,0.7186,0.2144,28.62
5500,35,0.7721,0.2144,29.01
5550,37,0.7189,0.2144,28.98
5600,38,0.7072,0.2144,28.74
5650,36,0.7480,0.2144,28.97
5700,36,0.7774,0.2144,29.21
5750,35,0.8180,0.2144,29.51
5800,35,0.8444,0.2144,29.78
5850,34,0.8774,0.2144,29.90
5900,33,0.9075,0.2144,30.64
5950,33,0.9194,0.2144,31.08
6000,33,0.9316,0.2144,31.32
6050,33,0.9415,0.2144,31.44
6100,33,0.9512,0.2144,31.49
6150,33,0.9574,0.2144,31.51
6200,33,0.9639,0.2144,31.51
6250,33,0.9691,0.2144,31.51
6300,33,0.9742,0.2144,31.50
6350,33,0.9775,0.2144,31.48
