seed,final_phase,phase_B_tick,phase_C_tick,phase_D_tick,clock_before_map,final_pop,final_mean_s,final_mean_cv,final_max_gen,total_divisions
0,C,5100,5150,-1,True,42,0.6471,0.0401,3,610
1,C,5550,5600,-1,True,36,0.8639,0.0421,4,596
2,C,9600,9650,-1,True,37,0.8313,0.0440,3,610
3,D,3900,4200,5050,True,36,0.9273,0.0437,5,594
4,D,5200,5250,36350,True,40,0.7516,0.0447,4,590
5,D,3750,4400,5250,True,39,0.7382,0.0418,6,597
6,C,8800,8850,-1,True,38,0.8414,0.0434,4,599
7,D,4850,4900,12600,True,40,0.7748,0.0417,6,599
8,D,3750,3900,5150,True,35,0.9296,0.0426,4,595
9,D,4300,4350,5650,True,38,0.7261,0.0417,6,596
10,D,3650,3700,5450,True,41,0.6853,0.0427,6,607
11,D,3650,3700,5100,True,38,0.8289,0.0407,5,590
12,C,8050,8100,-1,True,37,0.8031,0.0444,3,606
13,D,4750,4800,29700,True,40,0.7880,0.0448,4,594
14,D,4200,4250,5650,True,40,0.6896,0.0452,5,601
15,B,3900,-1,-1,True,17,0.0000,0.0858,10,539
16,D,3850,3900,6000,True,37,0.9157,0.0423,4,605
17,D,3600,3650,5150,True,38,0.8049,0.0423,4,596
18,D,4050,4100,5400,True,39,0.7983,0.0398,4,598
19,C,4800,4850,-1,True,39,0.7668,0.0414,3,595
20,D,3850,3900,5250,True,37,0.8233,0.0434,5,599
21,D,3800,4200,5000,True,38,0.8125,0.0417,5,590
22,D,4100,4150,5850,True,37,0.7731,0.0460,4,598
23,C,5250,5300,-1,True,37,0.8062,0.0419,3,599
24,D,4600,4650,7750,True,43,0.6166,0.0427,6,602
25,C,4800,4850,-1,True,42,0.6540,0.0435,4,597
26,D,3650,4050,4900,True,39,0.7262,0.0411,5,595
27,D,3750,3800,5650,True,37,0.8381,0.0404,5,598
28,D,5650,5700,7000,True,41,0.6577,0.0456,6,604
29,C,4800,4850,-1,True,41,0.6963,0.0421,4,592
30,D,4300,4350,5550,True,41,0.6473,0.0417,5,601
31,D,4650,4700,6000,True,37,0.7708,0.0408,4,591
32,D,4500,4550,6250,True,43,0.6676,0.0464,5,596
33,D,3600,3650,4900,True,39,0.7462,0.0439,5,591
34,D,5300,5350,17250,True,35,0.9067,0.0435,4,594
35,D,4800,4850,19000,True,35,0.9415,0.0438,4,594
36,C,4750,4800,-1,True,43,0.6417,0.0422,4,597
37,D,4800,4850,6450,True,37,0.8627,0.0392,4,599
38,D,3850,3900,5000,True,36,0.8797,0.0428,5,594
39,B,3450,-1,-1,True,0,0.0000,1.0000,0,381
40,C,4450,4500,-1,True,37,0.7414,0.0415,4,594
41,D,3950,4000,6100,True,39,0.6991,0.0441,5,604
42,D,3650,3700,5800,True,42,0.6561,0.0402,5,605
43,D,3750,3800,5400,True,41,0.6543,0.0404,5,601
44,B,3600,-1,-1,True,23,0.0000,0.2529,9,519
45,D,4350,4400,5650,True,37,0.7463,0.0423,5,599
46,D,3850,3900,5250,True,36,0.8358,0.0417,6,600
47,D,4250,4300,5450,True,39,0.7104,0.0415,7,603
48,D,3800,3850,6050,True,42,0.6558,0.0412,5,602
49,D,3700,3750,5050,True,37,0.8017,0.0397,5,596
50,D,4150,4200,27400,True,42,0.6879,0.0405,4,597
51,D,4350,4400,6000,True,39,0.7607,0.0455,4,599
52,D,4350,4400,5750,True,38,0.8009,0.0496,7,606
53,D,3950,4000,5600,True,37,0.9232,0.0412,4,602
54,D,3700,3750,5400,True,36,0.8793,0.0438,5,597
55,D,5300,5350,6600,True,38,0.8126,0.0427,6,597
56,C,4750,4800,-1,True,40,0.7418,0.0410,3,596
57,D,4700,4750,6550,True,36,0.9305,0.0423,4,590
58,D,3750,3800,5600,True,39,0.7202,0.0468,5,605
59,D,5200,5250,15050,True,38,0.8052,0.0415,5,593
60,D,3900,4150,4950,True,39,0.8118,0.0439,6,596
61,C,4600,4650,-1,True,39,0.7725,0.0426,3,590
62,D,3600,3650,5250,True,41,0.7141,0.0420,5,592
63,C,4750,4800,-1,True,39,0.7963,0.0439,4,595
64,D,4250,4300,5500,True,38,0.6922,0.0439,5,603
65,D,4350,4400,5950,True,38,0.7531,0.0443,5,595
66,D,3850,3900,5500,True,37,0.8140,0.0412,4,599
67,D,4150,4200,5550,True,42,0.6849,0.0434,5,598
68,D,3800,4000,5500,True,37,0.8529,0.0428,4,599
69,D,3650,3700,5450,True,36,0.9304,0.0429,5,591
70,D,3950,4000,5450,True,38,0.7582,0.0424,5,599
71,D,4350,4400,6000,True,41,0.6475,0.0387,5,599
72,D,4250,4300,7400,True,44,0.6207,0.0420,6,604
73,D,3800,3850,5300,True,36,0.8505,0.0403,5,598
74,D,4100,4150,5500,True,37,0.7315,0.0404,6,600
75,D,4200,4250,7650,True,34,0.9324,0.0417,4,597
76,D,4750,4800,14950,True,39,0.7170,0.0422,4,596
77,D,4250,4300,5950,True,38,0.7876,0.0441,6,599
78,D,4250,4300,6000,True,40,0.7015,0.0378,6,600
79,D,4150,4200,9600,True,43,0.5979,0.0423,5,602
80,D,4550,4600,6400,True,39,0.7744,0.0442,4,593
81,D,4250,4300,6000,True,42,0.6215,0.0398,4,602
82,D,3850,3900,5000,True,36,0.7680,0.0396,5,598
83,C,5000,5050,-1,True,38,0.8214,0.0453,4,591
84,C,4800,4850,-1,True,44,0.6135,0.0430,4,599
85,C,8200,8250,-1,True,36,0.8846,0.0394,3,607
86,D,4300,4350,5950,True,44,0.6192,0.0421,4,600
87,D,4250,4300,5750,True,39,0.6953,0.0396,4,603
88,D,3850,3950,5200,True,34,0.9778,0.0444,4,590
89,D,3600,3650,5200,True,37,0.8909,0.0449,4,595
90,D,3650,3700,5750,True,34,0.9511,0.0407,4,599
91,D,3550,3950,5200,True,37,0.8921,0.0398,5,597
92,D,4200,4250,5650,True,35,0.8622,0.0435,7,599
93,D,4100,4150,6000,True,37,0.7652,0.0416,4,603
94,D,3550,3600,5050,True,35,0.9417,0.0409,4,599
95,D,4000,4050,5950,True,40,0.6796,0.0408,4,602
96,D,4250,4300,5950,True,42,0.6384,0.0416,4,604
97,D,3650,3800,5150,True,35,0.9310,0.0423,4,594
98,C,5300,5350,-1,True,37,0.8287,0.0478,4,612
99,D,3750,3800,5450,True,37,0.8275,0.0416,6,590
